45,“2024.3.12”,2024年3月12日,民大附小教联体附小早安声（教科中心）一草一木，沉浸在自然的馈赠里；一点一滴，成长在活动的体验中。今天是植树节，数九寒冬尽，春暖花开时。上周日，学校组织了405班学生及党员教师共同植树活动，我带上儿子一同前往。看着手中弱小的茶树苗，我想到俞敏洪老师的一段话：即使我们现在什么也不是，但是只要你有树的种子，即使被人踩到泥土中间，你依然能够吸收泥土的养分，自己成长起来。民大附小三年来的华丽转身就是最好的印证。 昨天国旗下的思政课上，601中队的家长和孩子一同讲述植树节的意义，植树节是你非要去种一颗树吗？不是，是在心里种下一颗充满希望和绿色的种子。我们种进土里的茶树苗是茶农们的希望，我们种进孩子们心中的那颗种子，经历风雨，沐浴阳光，慢慢生长，最终一定会成长为参天大树。我们经历着他们的成长，这个过程充满了坚韧、挺拔和向阳。 新绿，承载希望。 年轮，刻印时光。 播种，静待花开。 成长，收获梦想。 愿你在明媚春日里，收获新的希望！早安，附小！
46,“领导调研”,2024年3月14日,今日的领导调研依然美好！李校长是我校民大分管领导。李校长说，这是我第三次来附小，一年来一次……一次比一次好，一次比一次印象深刻。每次向李校长汇报，李校长都春风满面，让人有一种松驰感。 记得有一次，我晚上10点多电话李校长，电话关机。10分钟后李校长回过来，说在外出差刚下飞机，问我什么事儿直接说。我汇报了明天早上学生急用大学足球场，需要协调保卫处工作。李校长说，不要紧，我马上处理。第二天，孩子们顺利入场训练。直至现在，大足球场，我们有需要就使用。 建州40周年，李校长一博士朋友返校。李校长连忙电话我，让我迅速到学校参加座谈，了解基础教育成果奖相关情况。今天再次嘱咐教育学院的专家们，一定和我们一起找准主题，深入研究。 听说我们想做思政系列党团队一体化，领导们专题上会研究，拿出30万资金为我们解决党建室、队建室装修。很多时候，民大的很多领导们，就这样时刻牵挂着附小，他们对附小无条件的支持，让我非常感动！ 我属于“不怕丑”的附小书记，今天一连串给李校长提出了6个方面的请求。没想到，李校长现场一一答复。把“好事办好，实事办实”永远是民大领导给我们的定心丸！感恩不在一时，而在永远是我的人生信条！有民大领导们的关心与支持，我貌似看见了附小第三个三年发展规划的辉煌未来！加油！附小！​
47,“2024.3.18”,2024年3月18日,民大附小教联体附小早安声（党办 兰晶） “读书越多，我们就和世界越接近，生活也变得越加有意义。”可见读书对一个人的重要性，不仅仅在于习得新知识，更在于它能帮助我们保持深度思考的能力，继而拔节生长。为了更好地提升附小党员教师的内涵，本学期学校推出“七彩党建+阅读”系列活动，推出的每一本书都有值得回味的经典，都能让我们看见“书中自有黄金屋”。 常言道：“吃一堑，长一智。”去年党建工作差些亮点，这学期的党建计划，在袁书记的指导下，已经修订多版，于昨晚形成定稿。不断地学习与讨论，不断地顶层设计，这一过程即是成长。当你知道一件事情很难，但你依然选择去做，其实就已经在成长了。 其实在附小的这几年，我不仅仅见证了附小的飞速发展，更见证了自己的成长。从以往的一无所知，到现在的经验丰富，可能只有电脑文件夹能够记录这一蜕变的过程。破茧成蝶的第一步，就是走出舒适区，用积极向上的心态去挑战你认为有困难的工作。共勉！早安。
48,“2024.3.19”,2024年3月19日,民大附小教联体附小早安声（教学中心 胡欢）万物随春醒，美好在发生，最美好的生活方式，莫过于一群志同道合的人为同一理想而奔跑。 第三周，是教学常规检查周，教学中心牵头，蹲点领导监督，语数备课组长、教研组长参与，每天下午放学后分年级对全校教师的备、教、辅、改、考进行了详尽检查。一本本翻阅、一笔笔记录，让我们看到了老师们走过的那一段美好的足迹。谢锐、谭艳、兰佳、陈国红、杨香慈、杨宝平、孙学芝等老师课本备课既有教材解读，又有授课思路；文校长、杨芳、崔红莲等老师的班级摘抄赏心悦目有深度，扎实开展阅读教学；谭玲玲、何义玲、李长缨、谭敏、廖亚琪、吴利等老师的转转日记、周记、多篇小练笔有广度，提升习作素养……一笔一画，写出勤恳态度；一章一句，映照耕者情怀。 敬佩老师们的付出与努力，让学生在知识的海洋中茁壮成长；敬佩老师们的精业与敬业，让学生在润物细无声中拔节成长；敬佩老师们的日常“碎碎念”，让学生在一次次加油鼓励中幸福成长。 晨曦的光潋滟了我的四方，我又听见桂韵楼书声朗朗，不绝于耳！早安，我的附小！
49,“2024.3.20”,2024年3月20日,民大附小教联体附小早安声（学生发展中心 小马吉）“学习雷锋好榜样，忠于革命忠于党......”这首歌如春风拂面，伴随着三月的微风轻轻在耳边回响。雷锋同志，那位一生为民、无私奉献的英雄，他的精神，已铸就成永恒的“雷锋精神”。昨晚，市教育局推出的我校雷锋月活动推文，师生纷纷转发宣传，一晚上阅读量达两千多，这是对附小队员们活动的肯定。在此，为附小宝们点赞！[强][强][强] 附小校园里，学习并践行雷锋精神已蔚然成风。作为一名青年党员教师，我深感自己肩负着传承和发扬雷锋精神的使命。那“一颗钉”的坚韧与执着，“一块砖”的灵活与奉献，“一滴水”的谦逊与融入，都是雷锋精神的具体体现。我们要承先辈之志，传雷锋精神，让这种精神在我们心中生根发芽，绽放出绚丽的花朵。 来到附小已有半年之余，我深深感受到这里的每一个人都散发着雷锋精神的光芒。他们在线上线下学习专业知识，不断提升自己；每周都能聆听到“附小专家”们的智慧分享，如同享受一场场知识的盛宴；各学科教联体集体备研，共同打造精品课堂；集众人智慧，共同铸就附小的品牌。这些附小人，他们都是“一颗钉”，坚韧不拔，扎根在教育的沃土上；他们都是“一滴水”，融入集体，共同为附小的发展贡献力量。老师们用实际行动践行雷锋精神，让这种精神在附小的这片沃土上绽放出更加璀璨的光芒。 这里的退休教师，发挥余热，引领青年教师不断成长；学校党总支成员，既能做好顶层设计，又能深入一线教学；身兼多职的行政老师们，既是教育工作者，又是后勤保障者，随时准备为学校和师生们服务。这些都是我眼中的“附小雷锋”，他们用自己的实际行动诠释着雷锋精神的真谛。 学雷锋活动，并非仅限于春风拂面的三月，而应贯穿在每个月份、每一天的时光里。让我们每个人都以自身为起点，从微不足道的小事开始，让雷锋精神的种子在我们的生活中悄然生根发芽，绽放出绚烂的光彩，茁壮成长成参天大树。如此，我们便能共同见证一个充满爱心与奉献的美好世界。 早安，附小。
50,“2024.3.21”,2024年3月21日,民大附小教联体附小早安声（后勤中心 黄艳玲）每年的今天，是世界睡眠日。睡眠是人体的一种主动过程，可以恢复精神和解除疲劳。充足的睡眠、均衡的饮食和适当的运动，是国际社会公认的三项健康标准。为唤起全民对睡眠重要性的认识，2001年，国际精神卫生和神经科学基金会主办的全球睡眠和健康计划发起了一项全球性的活动，此项活动的重点在于引起人们对睡眠重要性和睡眠质量的关注。 2003年中国睡眠研究会把“世界睡眠日” 正式引入中国。 这让我情不自禁地想到本学期学校要求师生全员午睡的决定——多么有“温度”的决策。春渐暖，经过上午紧张的学习，让附小宝在弥漫着淡淡花香的中午享受片刻安逸与宁静。老师们也在这份宁静中得到了片刻的休息，他们或坐在一旁静静地看着孩子们，或陪孩子们一起进入梦乡。这就像给电池充电一样，在为下午的学习积蓄能量。 其实休息和学习也是相辅相成的。学习可以让我们积累知识、提升能力，而休息则是为了让大脑得到放松，更好地吸收和消化所学的内容。如果你一直不停地学习，大脑就像一台不停运转的机器，学习效果也不一定高效。所以，每天提倡早睡和中午必须休息对于学习来说非常必要，也是落实五项管理、促进少年儿童健康成长的必要措施。 桃花春水生，白石今出没。春分过，桃花开，正是万物生长的好时节。孩子们的小学阶段，就像人生的春天一样是生长发育的关键时期，也是需要特别关注睡眠的季节。让我们齐心协力，共同为附小宝们创造一个更健康、更快乐的成长环境吧。早安附小！
51,“思维认知”,2024年3月23日,人与人之间，开始让人舒服的也许是你的语言，但最后让人信服的，一定是你的人品。做人，就要做一个让人放心的人。 人与人之间，最大的吸引力，不是你的容颜，不是你的财富，也不是你的才华，而是你传递给对方的信赖、踏实和真诚。
52,“学习小结”,2024年3月26日,开班第一场：2024学习与行动要点：喜欢——兴之所至，方向；投入——情之所归，蓄力；创造——意之所指，未来。 上午第二场：置身时代之变的创新教育（清华大学博士生导师白峰杉教授）： 农业革命：人的动物性弱化 工业革命：人的体力外包 信息革命：人的脑力外包 追问——作为体力外包工业时代的老师，如何培育智力外包信息时代的学生？让标准答案走下神坛！定义——看历史，看当下，做布局，让探究未知成为一种思维习惯，定义面向未来的教育。 如果有人把曾经的教育比作一项长跑运动，那么未来教育是“铁人三项”。长跑是“学习已知”，短跑是“卷”；游泳是“探索未知”，要从娃娃启蒙；自行车是“与人工智能协同”，是未来人生常态。 赢家——学习已知、探索未知、人机协同，方能赢得未来。 下午第三场：信息时代，教育的价值在于完成“适配”使命，让人和谐完整。 适配性疾病 农业革命→定居生活→传染病 工业革命→体力外包→肥胖症 信息革命→智力外包→抑郁症 晚上第四场（专业摄影王然）：人人都是记录者，人人都可以是摄影师。教育即生活，有故事记录，有情绪共鸣，有肢体状态，有不同视角，从而发现、实现、呈现。 一张照片意味着什么，能带来什么，会传递什么……照片如果不能打动人，感染人，那算什么。​
53,“学习小结”,2024年3月27日,庆幸这次集中学习时间不长，才学习两天，我的感受就是脑容量严重不足，整天处于极度紧张的状态。赵耿处长随时会叫停并提问，你的回答不能是常识性的。比如提问：请说出5个世界科学家的名字。不允许说爱因斯坦、牛顿、居里夫人……这些耳熟能详的名字。或许这次学习就是让我们寻找到自己的认知边界。每天下午过六点才下课，七点又上晚课。每半天结束时还有现场考试。这些题目也是极度开放前沿的……过程是折磨的，结果是美好的，又是一次蝶变的开始。 上午第一场跨界学习：从不可能到可能（李镇宇 知名探险人 营销人）“李白跑地球”是一项极限挑战运动，第一季历时433天，从南极跑到北极，跨越智利、阿根廷、秘鲁、厄瓜多尔等14个国家共65个城市，奔跑行程长达2.4万公里，相当于600个马拉松。它是人类历史上首次以跑步的形式跨越南北极。因为未知，所以出发。人生唯有热爱不可辜负，从不可能到可能，是一种思维方式。每一个牛人，它一定是热爱与坚持的忠实粉丝。 下午第二场专题交流 做有趣的教育——乡村教育的发现实现呈现（任明杰 河南省名班主任）一砖一瓦，一草一木，皆可从中发现生活的契机；一饭一粥，一针一线，亦能找到创造的乐趣。小时候，发现幸福是一件东西，拥有就幸福；长大后，发现幸福是一个目标，达到就幸福；成熟后，发现幸福是一种心态，领悟就幸福。能在极度贫困的农村小学找到自己的人生价值，多年如一日的发现、实现、呈现，本身就是一种伟大。张基广校长说，在我们学校作报告时，老师们不仅觉得这是一位好老师，更是一位好老公。 晚上导师见面会：导师张德兰校长说，记住三点。归零心态，过去已经成为历史；提升格局，在更宏大的坐标体系中，把自己与世界串联；梳理提炼，将已有经验形成自己的办学风格、办学思想。 学习任务：1.每天3X时光打卡；2.每周一部电影；3.每周一次家访；4.每月一本书。5.制定三年个人发展规划；6.完成“人生史诗”。7.走遍“百校百馆”。待续……
54,“2024.3.28”,2024年3月28日,很多时候有一股力量推动我们想去做一些改革，民大附小推出的“中心组织架构管理体制”“桂韵社团”“五轮课”等，目前在全州范围内有一定的推广，也收到很好的反馈效果。其实，我们还一直在思考“课堂学习”“课程构建”的变革，“桂韵社团”是“课程构建改革”的一部分，但不彻底。因一直没有思考成熟，所以一直没有行动。 今天和原点教育科技研究院韩杰梅院长交流，她向我推荐了北京十一学校，以前也有所了解，今天在返恩的动车上再次进行了深度了解。正如韩院长所说，十一学校的模式肯定是学不了。但我认为，模式学不了思想可以学。每一次学习，于自己都是颠覆性的重塑，都热血沸腾，都沉浸于自己的理念与大咖们不谋而合。课堂与课程的改革，真的是需要慎之又慎，是最难的改革，但也确实是最需要的改革。迟早有一天，估计我会提出申请，做真正意义上的，大刀阔斧般的“改革实验校”，整合一些国家课程，把更多的时间，留给孩子们“留白”“整理”“独性”。 专题报告 成为更好的学习者——基于大数据的学习研究（韩杰梅 原点教育科技研究院院长）从课堂的教学目标视角看，我们需要这样的思考：让学生如思想家般的自主学习还是如工人般机械学习；教学以理解为目的还是以知识为目的；鼓励深度学习还是表层学习；提倡独立还是依赖；培养发展思维方式还是固定思维方式…… 教学变革模式化、程序化、形式化、浅表化等问题突出。有的教学要么“满堂灌”，要么“满堂问”，忽视思维过程，排斥求异思维，留给学生独立思考、深度思考的时间和空间极为有限。学生作为学习主体的地位没有真正意义上的尊重。课堂变革是最为专业的一个变革，也是最为复杂最有难度的一个变革。 即使在人工智能不断发展的今天，当下的课程样态下，教师、课程、教学依然是影响学生成长与成绩最为重要的因素。学生一般分为视觉学习者、听觉学习者、动觉学习者，针对其特点，分层分方式教学，效果更好。 省干训中心刘期锡主任总结：此次培训三个观察点：一是要学会表达的力量，形成语言的风格，任何时候要有自己的立场；二是不要习惯接受型学习，需要输出型学习。输出是思考与加工的过程，是高阶学习，是接近创造的学习；三是除了专家引领学习，自我反思学习，还需要同伴互助学习。下一次四川成都，将再次改变培训方式，接受新的挑战。
55,“2024.3.29”,2024年3月29日,和606廖亚琪老师班的孩子们② 周五中午巡校，偶遇孩子们在操场上闲聊，于是加入她们的闲聊队伍…… 她们是从桂花园小学随学校迁建进入附小的孩子，三年桂小生活，三年附小生活。她们也是我2018年入职桂花园小学第一届招生的孩子。看到孩子们大方、毫无拘束地侃侃而谈，我觉得六年的附小培养，她们的变化，606班导师们的影响是巨大的。 六年前，家长交给我们一个天真可爱的孩子，六年后我们交给他们怎样一个阳光向上的孩子。或许她们的有些回答不令成人足够满意，但这就是10后，很真实，很自我。 附小气质在她们身上体现得淋漓尽致，这就是我们喜欢的10后。会学习、爱思考、善表达，具有领袖气质（能影响别人）……为班主任廖亚琪老师及科任老师们点赞，从某个目标指向来看，附小对师生的培养路径是正确的，是温度与卓越的另一种表达。
56,“2024.3.30”,2024年3月30日,"教师的一生不一定要干成什么惊天动地的伟业，但它应当如百合，展开是一朵花，凝聚成一枚果；但它应当如星辰，远望像一盏灯，近看是一团火……
要成为学生一生中遇到的最棒的老师，我认为最重要的，是做一个用某一学科来教学生的老师，而不只是做一个教学生某一学科的老师。 
做教师的，做得好，可能成为学生生命中的“贵人”；做得不好，也可能成为学生生命中的“罪人”。 
我们一辈子都在寻找知己，我们有没有想过，每一个孩子都有可能成为我们的知己。 
当老师的，没有人承认自己不爱学生。但，方法不当、羞辱歧视还说是爱，这种贴着标签的爱，这种打了幌子的爱，这种没有尊重的爱，我们宁可不要！ 
我们应当有这样的追求：当我和我的学生回首往事的时候，不应当为一堂课的平庸苍白而惭愧，也不应当为一堂课的碌碌无为而悔恨。 
绝不要随意拖堂。不拖堂，既体现了教师对学生休息权和娱乐权的尊重，又体现了教师们在教学上的相互合作。 
把趴桌子的学生调到教室第一排，调出对他的关注，也调出他的自尊和自信来，让他们得到老师更多关怀、指点和鼓励。 
微笑是一种胸怀，更是一种艺术。当你和学生促膝谈心时，微笑是一种气氛；当你让学生回答问题时，微笑是一种鼓励；当你指出学生错误时，微笑是一种谅解；当你表扬一名学生时，微笑是一种奖励；当你帮助学生困难时，微笑是一种力量……微笑不是脸部肌肉在运动，而是心灵有美在流动。 
好的教育，应该用生命唤醒生命，用生命润泽生命，用生命温暖生命。"
57,“观影《流浪地球1》”,2024年3月31日,影片根据作家刘慈欣的同名科幻小说改编，讲述了由于太阳急速老化膨胀，即将毁灭，毁灭之后的太阳系，人类已经无法居住下去，不适合生存，人类踏上了寻找新家园旅程。人类为了自救提出了“流浪地球”计划，试图推动地球离开太阳系。可是，当飞跃木星时，发动机因为引力停机，木星与地球发生了即将相撞的危机。中国团结式的英雄主义拯救地球，不仅凸显了中国式英雄的崇高精神，也展现了中国自古以来团结合作的主义精神。
58,“2024.4.1”,2024年4月1日,民大附小教联体附小早安声 有的时候，非常佩服自己，一旦给自己立下一个flag，就一定会去完成它。因为心中有信念，就有一种力量去指引你前行。 这学期，我给自己的要求是，只要在校的日子，7:40进食堂，7:50欣赏晨读，中午1:00观摩午睡。利用这样两个餐点后的时间走一走，逛一逛，除了可以欣赏学校常规美景外，运动减肥也不妨是个好方法，一举两得。有的时候我们总在“书记是否应该经常去一线”“书记是否应该管小事”而徘徊，其实不需要想这么多，确保学校发展的事，喜欢做的事，愿意做的事，你就坚持去做，不要被改革探索中的制度束缚了手脚，而偏离了自己的初衷——办一所人民满意的学校。 最近，通过荆楚名家的培训，除了多多阅读外，给自己又增加了一个flag，每周看一部电影，每周一次家访。昨天晚上看了《流浪地球》，科幻片其实是我的短板，不是我最爱。但作为一名教师，与孩子们共鸣，这些片子是必须看的。所以找到自己的认知边界，逼迫自己补上短板，才能成为一名优秀的教育工作者。也喜欢老师们除了保持自己的热爱，于自己的职业认知边界，也能抽出一些时间，逼迫自己去学习，去全面成长。 4月来临，一月一次的“书记思政大讲堂”即将和大家见面，本月将和大家互动：我们希冀培养什么样的学生，我们希冀成为什么样的教师，我们希冀办什么模样的学校。我想，每一个老师的答案都不一样，没有标准答案，但一定有共同认知。带着这三个问题，大家深度思考，我们思政月例会讨论。 四月，清明时节，杏花微雨，樱花灿烂。祭奠逝去的故事，飘散新生的浪漫。也给自己立下一个flag，持之以恒地坚持，终将“春暖花开”。早安！
59,“2024.4.2”,2024年4月2日,民大附小教联体附小早安声（教学中心 文静）春雨送春归，教研正当时。今天，全州小学数学课堂教学现场展示活动在我校如期举行，各县市及州直学校小学数学教研员、教师代表共计两百多人到现场观摩。 有人说最美的风景在路上，也有人说最美的风景在远方，而对于教师来说，最美的风景却是在课堂。民大附小的“桂韵课堂”，秉承“实美”理念，践行“高质”标准，打造“实美高质”品牌，将附小教研做真做实做美。每个学期，“五轮教研课”有序推进，3月份，“邀请课”和“示范课”已经如期开展，4月份，将启动组内“团磨课”模式，各教研组积极筹备，上课老师精心设计教学环节，老师们的教研热情，如春天百花齐放的势头，让附小校园灿烂无比！ 一直以来，我校在教师业务能力提升上，是既舍得投入时间，又舍得投入财力。每年两期（寒暑假）的“桂苑研修”，聘请的既有本州的名师团队，也有外省的专家团队，让老师们在享受“请进来”的培训福利中，最大可能提升自己的业务水平。同时，外出培训学习的老师们也是瞅准机会，积极争取，借助“走出去”激活自己的教学思维，推动自身专业成长。 相信今天的这场小学数学盛宴，将会带给老师们数学教学理念与教学实践上的触动与思考，附小数学人一定会把所学、所思、所感、所悟带回到自己的课堂。落实新课标，践行核心素养理念，是附小数学人不变的追求！早安，附小。
60,“我们希望培养什么样的孩子？”,2024年4月3日,我希望我的孩子成为什么样的孩子，我就培养什么样的孩子。 成人与成才谁更重要？人品与分数谁更重要？ 坚实的基础知识、熟练的基本技能、饱满的求知热情、良好的学习习惯、科学的思维品质、雄厚的发展潜力、强大的生存能力、健康的生活态度、健全的体魄人格……不可能每个孩子都面面俱到，但对于任何一个真实的生命，又有哪一项是可以放弃不要的呢？ 每一位学生不求一样的发展，但都要发展；每一位学生不求同步的提高，但都要提高；每一位学生不必相同的规格，但都要合格。我想这应该是教育质量最基本的底线。
61,“我们理想中的课堂是什么样的？”,2024年4月4日,卢志文：新教育理事会副理事长 翔宇教育集团总校长 中国陶行知研究会副会长 1.课堂模式，就是课堂结构，用于保底。最高进阶为教学有法，但无定法，重在得法，贵创新法。 2.课堂教学首先是技术，终究是艺术。从技术开始，走向艺术境界，以技术做基础，以艺术为巅峰。真正理想的课堂是科学性和艺术性的完美统一。 3.理想的课堂是充满人文情怀，闪耀智慧光芒，洋溢成长气息。理想的课堂是预设和生成的统一，是内容和方法的统一，是主导和主体的统一，是开与达的统一，是严与爱的统一，是导与牵的统一。 4.学习能力、表达能力、合作交往能力和自主发展能力是孩子素质最重要的方面。 5.理想课堂八个环节：教师编制学案、学生课前自学、课上目标重温、组内互查互助、分工群学探究、小组当堂展示、反馈小结深化、课后自学指导。 6.自主是最高境界的尊重，自学是最高境界的教学，自律是最高境界的德育，自治是最高境界的管理。 7.理想课堂的教育质量观：学习性质量——为学生终身学习奠基，这是衡量学生学习成效的指标，是考试可以全面测量的；发展性质量——为学生终身发展奠基，这是衡量学生发展能力的指标，是考试难以全面测量的；生命性质量——为学生终身幸福奠基，这是衡量学生生命状态的指标，是考试根本无法测量的。 8.孩子今天的学习、发展、幸福是未来学习、发展、幸福的基础和前提。教育不是准备生活，教育就是生活本身。
62,“我们理想中的老师是什么样的？”,2024年4月5日,朱永新： 胸怀理想，充满激情和诗意的教师； 自信、自强、不断挑战自我的教师； 善于合作、具有人格魅力的教师； 非常尊重同事、领导，善于调动帮助他成长各方面因素的教师； 充满爱心、受学生尊敬的教师； 追求卓越、富有创新精神的教师； 勤于学习、不断充实自我的教师； 关注人类命运、具有社会责任感的教师； 坚韧、刚强，不向挫折弯腰的教师。
63,“我们理想中的学生是什么样的？”,2024年4月6日,朱永新：教育学者 新教育实验发起人 国家全民阅读形象代言人 三十人论坛共同发起人 守望新教育 改变，从阅读开始——过一种幸福完整的教育生活。 品行端正，热爱生活，富有理想，朝气蓬勃； 积极进取，敢于创新，富有独特见解和思想； 自信自强，在困难和挫折面前永不低头； 有丰富的精神生活、广泛的兴趣爱好和一定特长； 善于与人合作，善于与人相处； 勤于思考，有丰富的想象力，掌握科学的学习方法。
64,“2024.4.7”,2024年4月7日,民大附小教联体附小早安声（校办 杨华丽） 周三中午，班子成员开展了4月理论学习中心组的专题学习。在思政学习环节，袁书记引领大家重点研读了两篇文章——《新质生产力十问十答》《何为教育的“新质生产力”？从四个方面走向“新质学校”》。可以说，这样的学习活动，早已超越了每月例会的意义，它更像是推动我们成长与进步的“助推器”。 “新质生产力”这一概念，是2024年全国两会的新词、热词，备受关注。今年两会，“新质生产力”首次被写入政府工作报告，并被列为各级政府全年十大工作任务之首。向高质量发展转型的中国未来经济，“新质生产力”将起到创新推动的主导作用，具有高科技、高效能、高质量三大特征。“其特点是创新，关键在质优，本质是先进生产力”。我们深知，“高科技、高效能、高质量”不仅是经济发展的要求，同样是教育现代化不可或缺的内涵要求。 当教育与“新质生产力”相遇，我们一线教师该如何应对？这次学习给我带来了两点深刻的启示。新质生产力强调创新。我们就应该尝试着将创新理念渗透到教育教学、学校管理的每个环节。利用课堂创新，营造互动性强、生动有趣的课堂氛围，延展教育的深度和广度，激发学生的学习力、好奇心、探索欲、思维链。让课堂不再是单一的知识传授场，而是学生探索世界、拓宽视野的乐园。其二，我们还要尝试将不同学科的知识进行交叉融合，形成全新的知识体系和思维方式，丰富学生的学习体验。 新质生产力强调高效。在附小，我认为高效体现在我们的团队协作。因为有团队协作，我们在精品课之战上脱颖而出，全省之首；因为有团队协作，学校锻造了一支坚不可摧的中层队伍，他们有自己的政治判断力；因为有团队协作，附小的校园风清气正，不容半点歪风邪气；因为有团队协作，我们的学校才能实现跨越式发展......面对新时代、新挑战，我们更应该发扬团队协作精神，并肩作战，共同创造高效的成果。 新时代，我们要以教育家的姿态，以创新价值和能力贡献为根本，将“新质生产力”的理念融入教育日常中，在附小向“新质学校”迈进的征程中接续奋斗！早安，附小！
65,“2024.4.8”,2024年4月8日,民大附小教联体附小早安声（党建办 兰晶） “三寸粉笔，三尺讲台系国运；一颗丹心，一生秉烛铸民魂。”教师是立教之本、兴教之源。期待一批批“大国良师”脱颖而出，守教育初心、担筑梦使命，言为士则、行为世范，在教书育人工作中不断创造新业绩！ 昨天下午，袁书记以“教师的灵魂三问”为题，上了一节值得所有教师深度思考的思政课。从教8年，从未深思过的我，在面对理想中的学生是什么样？理想中的课堂是什么样？理想中的老师是什么样？既然有片刻言语词穷，再品味，灵魂拷问如此之深。 是教师是妈妈的我，多希望每个孩子的眼睛都能闪闪发光，不会因为任何的压力黯然伤神。这一问，我更多的是想到我的女儿，最大的心愿就是希望她能够健康快乐的成长，教会她做人的道理给予她更多的陪伴，偶尔也会高要求、高标准的对她，只希望她可以学有所获，从未正真想过她想要的快乐，因为在大人心里这么大的小孩，只会贪玩。渐渐的才发现每个成长的瞬间她都会给与你成长的惊喜。 作为一名美术教师，需要在小学美术教学中把握深度学习的特点，让美术课堂以美术核心素养为导向为学生的美术学习创设真实、形象的审美情境，设置层层递进的教学问题，组织深度互动的合作交流，营造自由、民主的学习氛围，开展综合、多元的实践活动，不仅能够为学生深度美术学习的实现与美术核心素养的发展创造更多可能性，还有利于学生的全面发展。 “教师是太阳底下最光辉的职业，人类灵魂的工程师。”“春蚕到死丝方尽，蜡炬成灰泪始干。”赞美教师的诗词名句数不胜数。那么究竟什么样的教师才能称为理想的教师呢？对这个问题的回答仁者见仁智者见智。在我看来“教育情怀”至关重要，传递更多的正能量，用自己的学识、经历、阅历点燃学生对真善美的向往，润物细无声地浸润学生的心田。有目标，有努力的方向，不断增强自己的责任感和使命感，才能克服职业倦怠。只有教育情怀才能给我们提供不竭动力的源泉。 我们都是为孩子的未来服务，都要着眼于孩子一生的发展。让学生不仅“会学习”，而且“懂生活”“会做人”。只有如此，我们才能在教坛上培育出更多芳香怡人而又有不同色彩的花朵。  早安。
66,“2024.4.9”,2024年4月9日,民大附小教联体附小早安声（教学中心 谭玲玲） 一所学校的发展与创新需要精神加持，给师生的成长引流“能量”。近日我校通过书记思政课、行政例会、党员主题党日，推进对“新质生产力”的认识，唤醒教师的教育初心与情怀，助推教育高质量发展。 在教育高质量发展的追求中，我也常思：究竟怎样的教育才是高质量？诚然，在一次次思想和心灵的荡涤中我找到了答案。 高质量发展要求我们追求绿色的、和谐的、可持续的、有价值并指向人终生成长和幸福的质量。 作为教师，我们不仅要关注学生的外在学习和言行，还要关心其内在体验和心理，不仅要关注彼岸，更要关心学生的此岸；不仅要落脚孩子的当下，更要放眼学生的明天。我们要关注学生身心愉悦、内心充实的程度。把学生作为一个整体的全面的丰满的人来看待对待，相处和陪伴，赋能和引导，要让学生在校园中健康、快乐、自信、阳光地生活。 其次，是学业性质量。这里面不仅仅只有分数，还有很多分数成绩很难或测不出的东西。比如，每天的出勤、锻炼、职责、自律、状态，让每个学生都能感到自己的存在，看到自己的坚持和努力，找到自己的优长，相信自己的希望和成长。每个孩子生长的力量本自具足、与生俱来。我们要做的，就是唤醒、激发、呼唤和成就。我们不仅要让学生走得快，更要让学生走得好、走得远。发展学生的个性特长，让学生走出物欲、自私和偏见，看到丰富多彩的生活、世界和人生，更要让学生们坚信爱、智慧、奉献、梦想和信仰…… 教育的高质量发展离不开教师的成长。常言道：人其实很矮小，都是被书垫高的；人生其实很短暂，都是被书延长的。故事《西游记》里使唐僧成为唐僧的，不是经书，是那条取经的路。 因此，面对近期各组的团磨课、基本功大赛、校园阅读节、全市的532赛课、以及学科课题研讨，我们试着调整好自己的工作与生活节奏，把眼下的一次次活动看成是长跑，无所谓弯路与捷径。始终相信，那些所有朝向美好的尝试和体验，都是生命不可或缺的财富。很多时候，那些看似的迂回曲折，恰是柳暗花明的前奏；绕不开的停滞与困顿，正是久俯下而高飞的准备。早安，附小。
