走在	434
他们的	435
成功	436
所有人	437
托举	438
道理	439
每一	440
明白	441
无需	442
般太	443
计较	444
澄清	445
—	446
谁的	447
光里	448
有我	449
修炼	450
一门	451
正确	452
不忘	453
永葆	454
感恩	455
也要	456
甘心	457
不求	458
回报	459
只求	460
福报	461
事实上	462
交织	463
单位	464
内部	465
撕	466
几败	467
俱伤	468
都不	469
会有	470
披露	471
领导者	472
举旗	473
定向	474
平时	475
敏锐	476
观察力	477
走向	478
风险	479
研判	480
员工	481
政治	482
站位	483
引领	484
今儿	485
各大	486
平台	487
晒出	488
升职	489
我不	490
评判	491
但我	492
有个	493
预测	494
还不	495
停止	496
一系列	497
操作	498
终究	499
离去	500
累	501
终其	502
一生	503
的是	504
灵魂	505
自由	506
不需要	507
那么多	508
解释	509
冠冕堂皇	510
此心	511
光明	512
复何言	513
始终	514
高尚	515
人格	516
活得	517
坦荡	518
舒心	519
沉默	520
回答	521
愿	522
诸君	523
皆	524
是因为	525
文静	526
声中	527
主任	528
我想	529
践行	530
人生	531
起伏	532
心态	533
瞬间	534
年级组	535
老师	536
温馨	537
办公室	538
生日	539
赛事	540
归来	541
办公	542
桌上	543
暖暖	544
奶茶	545
外出	546
听课	547
回来	548
孩子们	549
一日不见如隔三秋	550
想念	551
一缕	552
透过	553
窗帘	554
一阵	555
微风	556
拂过	557
脸庞	558
学会	559
琐碎	560
找到	561
快乐	562
平凡	563
品味	564
幸福	565
乐观	566
向上	567
遭遇	568
困境	569
心灵	570
激发	571
战胜	572
毅力	573
父母	574
有恙	575
孩子	576
预期	577
优秀	578
一帆风顺	579
挺直	580
身躯	581
笑	582
变得	583
自信	584
关键	585
源自	586
坚定	587
信仰	588
大小	589
机会	590
不轻易	591
放弃	592
价值	593
去面对	594
点滴	595
独一无二	596
而当	597
拥有	598
细腻	599
体会到	600
偶遇	601
书记	602
礼貌	603
风趣	604
一声	605
问好	606
同事	607
之间	608
走廊	609
相遇	610
相互	611
点头	612
微笑	613
室内	614
一句	615
发自	616
肺腑	617
真漂亮	618
换得	619
美美	620
心情	621
值	622
珍惜	623
身边	624
也使	625
征途中	626
从容	627
天都	628
有人	629
说	630
比你	631
放心	632
交往	633
散发	634
正	635
能量	636
德行	637
与他	638
厚德	639
载物	640
安心	641
同行	642
照亮	643
人活	644
生命	645
质量	646
你可	647
用心	648
知己	649
才有	650
高度	651
宽度	652
智者	653
善者	654
同频	655
田艳	656
例会	657
聚焦	658
两个	659
务必	660
确保	661
一往无前	662
人员	663
上了	664
一节	665
党课	666
谦虚	667
谨慎	668
不骄	669
不躁	670
作风	671
艰苦奋斗	672
毛主席	673
提出	674
时代	675
内涵	676
讲到	677
前	678
现	679
高品质	680
倡导	681
现实	682
意义	683
尤其是	684
现阶段	685
势在必行	686
事例	687
提示	688
敬畏	689
之心	690
在工作中	691
主动	692
长远	693
软	694
实力	695
精益求精	696
人心	697
形成了	698
每个人	699
自觉	700
让它	701
有了	702
生命力	703
厚重感	704
沉淀	705
特质	706
口口	707
相传	708
硬道理	709
久而久之	710
办学	711
好奇地	712
问	713
高	714
偶然	715
我读	716
到了	717
钉子	718
木板	719
很适合	720
解答	721
处于	722
挨打	723
铁锤	724
砸	725
直冒	726
火星	727
可你	728
仍能	729
坦然	730
面对	731
笑笑	732
兄	733
我之	734
做成	735
点	736
事情	737
发挥	738
作用	739
全靠	740
敲打	741
给我	742
压力	743
我就	744
虚度	745
用处	746
仔细	747
想想	748
锤子	749
又是	750
管理	751
学生	752
管理者	753
家长	754
约束	755
培养	756
做一个	757
敲击	758
角度	759
力度	760
考究	761
也都	762
能做	763
一颗	764
不懈	765
钻研	766
勇往直前	767
感慨	768
几句话	769
共勉	770
一是	771
努力	772
其他的	773
交给	774
时间	775
不一定	776
二是	777
真诚	778
善良	779
美丽	780
幸运	781
之神	782
总会	783
不期而遇	784
又一次	785
三是	786
伴随	787
荣誉	788
检验	789
团结	790
力	791
战斗力	792
领导力	793
加油	794
红橙	795
金绿	796
青蓝紫	797
大自然	798
色彩	799
德育	800
浸润	801
童心	802
探索	803
七彩	804
融入	805
追梦	806
激情	807
打造	808
全	809
环境	810
育人	811
模式	812
落实	813
立德	814
树人	815
系统	816
把握	817
潜能	818
绘	819
花开	820
百花	821
香	822
多彩	823
画卷	824
袁	825
红柳	826
你不	827
这是我	828
主题	829
近期	830
州委	831
宣传部	832
组织	833
恩施	834
日报社	835
采编	836
宣传	837
铺天盖地	838
而来	839
上周	840
三篇	841
A3	842
版面	843
思政	844
创新	845
还会	846
后续	847
公众	848
号	849
转发	850
砥砺	851
前行	852
本周	853
回顾	854
年	855
2018	856
班级	857
办	858
墙	859
手把手	860
办好	861
参观	862
群里	863
发了	864
模板	865
供	866
参考	867
接续	868
班	869
越办	870
越好	871
时至	872
今日	873
每学期	874
文化节	875
成了	876
各班	877
炫耀	878
资本	879
特色	880
版块	881
六一儿童节	882
排练	883
节目	884
提前	885
两个月	886
笨鸟先飞	887
早入	888
林	889
反复	890
苔花	891
如米	892
也学	893
牡丹	894
开	895
自我	896
肯定	897
经典	898
咏	899
流传	900
串联	901
登上	902
舞台	903
理念	904
顶层	905
设计	906
村小	907
六一	908
迎来了	909
时任	910
市委	911
郭亚妮	912
莅临	913
师生们	914
展示	915
自此	916
站在	917
中央	918
宗旨	919
在那次	920
50	921
钟丽	922
陈燕	923
最佳	924
编导	925
45	926
肖华	927
玲	928
主持人	929
硬逼	930
年轻	931
教师	932
这就是	933
音体美	934
专职	935
举	936
全校	937
之力	938
聘请	939
代课	940
专	941
编制	942
解冻	943
最高峰	944
请了	945
聘用	946
余人	947
当做	948
在编	949
考上	950
事业	951
私立	952
成全	953
出名	954
考编	955
上岗	956
基地	957
慕名	958
子女	959
侄	960
男	961
侄女	962
送到	963
桂	964
花园	965
小学	966
实习	967
深造	968
那年	969
月	970
翻看	971
作业	972
记录	973
指导	974
严肃	975
考勤	976
纪律	977
大会	978
通报	979
一位	980
连续	981
迟到	982
两次	983
假	984
伴娘	985
那是	986
风清	987
气正	988
班子	989
专题	990
探讨	991
讲普通话	992
带头	993
讲	994
废除	995
说普通话	996
反思	997
杜绝	998
早餐	999
中餐	1000
带出	1001
食堂	1002
规范	1003
不穿	1004
棉鞋	1005
上班	1006
不规范	1007
看似	1008
人情	1009
味儿	1010
准则	1011
陈芳	1012
副校长	1013
课后	1014
服务	1015
桂韵	1016
社团	1017
有多少个	1018
微信群	1019
和田	1020
艳	1021
课磨	1022
熬	1023
夜	1024
肖君	1025
背地	1026
里对	1027
每一项	1028
功课	1029
龙	1030
煕	1031
彦	1032
变动	1033
岗位	1034
做好	1035
多少个	1036
修订	1037
案例	1038
党政	1039
办兰晶	1040
挨了	1041
批评	1042
尹建恩	1043
主席	1044
调整	1045
节奏	1046
获奖	1047
倍	1048
汗水	1049
泪水	1050
年迈	1051
更不	1052
瞿	1053
德威	1054
守护	1055
背负	1056
认同	1057
铸就	1058
就像	1059
魂	1060
品格	1061
值得	1062
歌颂	1063
称赞	1064
一定会	1065
保护	1066
在我们的	1067
呵护	1068
足以	1069
书写	1070
成	1071
一本	1072
动人	1073
诗篇	1074
载入	1075
史册	1076
这本	1077
续写	1078
篇章	1079
辉煌	1080
2023	1081
还剩	1082
一周	1083
满怀	1084
迎来	1085
2024	1086
亲爱	1087
中心	1088
卢莉	1089
冬天	1090
春天	1091
和煦	1092
烈日	1093
炎炎	1094
秋天	1095
萧索	1096
静美	1097
厚重	1098
充实	1099
新闻	1100
刷屏	1101
期中	1102
报道	1103
评论	1104
点赞	1105
置顶	1106
得益于	1107
党总支	1108
领头人	1109
一支	1110
特别	1111
奉献	1112
这位	1113
带领下	1114
飞速	1115
执行力	1116
感染力	1117
带动	1118
超越	1119
不可能	1120
确实	1121
来之不易	1122
背后	1123
隐藏	1124
无数次	1125
每一分	1126
收获	1127
辛勤	1128
耕耘	1129
见证	1130
每一次	1131
结晶	1132
追求	1133
梦想	1134
道路	1135
挫折	1136
轻言	1137
艰难	1138
锻炼	1139
意志	1140
迈向	1141
目标	1142
而今	1143
巅峰	1144
那条	1145
曲折	1146
漫长	1147
自豪	1148
但请	1149
记住	1150
这只	1151
起点	1152
前方	1153
广阔	1154
天地	1155
等待	1156
进取	1157
明天	1158
后勤	1159
龙熙	1160
前几天	1161
我因	1162
球场	1163
意外	1164
受伤	1165
请假	1166
在家	1167
休养	1168
说实在话	1169
这几天	1170
过得	1171
难受	1172
站	1173
走	1174
坐	1175
惦记	1176
班上	1177
分管	1178
家长会	1179
篮球赛	1180
受阻	1181
见到	1182
这句话	1183
离不开	1184
省	1185
教育厅	1186
厅长	1187
点名	1188
表扬	1189
火	1190
在这些	1191
高光	1192
荣耀	1193
面前	1194
决不能	1195
迷失	1196
懂得	1197
给了	1198
内省	1199
增高	1200
充电	1201
走出去	1202
要配	1203
赋予	1204
影响力	1205
话语权	1206
滴水	1207
大海	1208
小草	1209
大地	1210
小鸟	1211
天空	1212
有一种	1213
感情	1214
叫我	1215
命运	1216
维护	1217
职业	1218
集体	1219
我都	1220
要想	1221
一想	1222
我为	1223
立足	1224
离得	1225
我要	1226
证明	1227
一员	1228
不辱	1229
身份	1230
使命	1231
艺体	1232
马斐	1233
霓	1234
世间	1235
万事	1236
二字	1237
专注	1238
真情	1239
第一届	1240
声音	1241
校园	1242
大赛	1243
总决赛	1244
落下	1245
帷幕	1246
海选	1247
复赛	1248
激烈	1249
角逐	1250
宝贝	1251
浑身	1252
解数	1253
杨京	1254
天之	1255
干净	1256
恬静	1257
徐语辰	1258
一只	1259
小青	1260
童真	1261
俏皮	1262
谭睿思	1263
唱支	1264
山歌	1265
党	1266
听	1267
唱出	1268
程梓涵	1269
童年	1270
带你	1271
回味	1272
难忘	1273
胡颢龄	1274
你好	1275
表达	1276
陪伴	1277
母校	1278
爱	1279
整场	1280
一轮	1281
选手	1282
淘汰	1283
力争	1284
展现	1285
状态	1286
入选	1287
庆祝	1288
未能	1289
决赛	1290
让人	1291
钦佩	1292
敢想	1293
敢唱	1294
拿起	1295
那一刻	1296
胜利者	1297
仅是	1298
歌唱	1299
能让	1300
附	1301
小宝	1302
煅练	1303
最终	1304
表现	1305
啦啦队	1306
呐喊	1307
全力以赴	1308
决心	1309
由内而外	1310
感染	1311
眼里	1312
事务	1313
元旦	1314
晚会	1315
百忙	1316
中排	1317
万难	1318
尽显	1319
一年级	1320
精心	1321
任课	1322
字斟句酌	1323
研究	1324
讲话稿	1325
创意	1326
策划	1327
这一切	1328
常态	1329
我觉得	1330
人对	1331
都能	1332
都有	1333
行过	1334
桥	1335
走过	1336
路	1337
跨过	1338
沟坎	1339
铺垫	1340
投入	1341
日子	1342
热气	1343
腾腾	1344
李俊	1345
华	1346
保安	1347
一群	1348
英雄	1349
身着	1350
制服	1351
警察	1352
光芒	1353
四射	1354
默默	1355
眼前	1356
亮	1357
特殊性	1358
门	1359
在岗	1360
值守	1361
脚	1362
赖	1363
师傅	1364
承担	1365
值班	1366
头天	1367
值完	1368
夜班	1369
不回家	1370
其他人	1371
结束后	1372
回家	1373
休息	1374
则由	1375
传念	1376
王琴	1377
四位	1378
坚实	1379
后盾	1380
支持	1381
过程中	1382
几位	1383
五旬	1384
老大哥	1385
动作	1386
不协调	1387
节奏感	1388
不强	1389
记不住	1390
鼓励	1391
克服	1392
晚会上	1393
风采	1394
赢得了	1395
热烈	1396
掌声	1397
舞蹈	1398
表演	1399
象征	1400
藏在	1401
古筝	1402
吉他	1403
古琴	1404
信手拈来	1405
弹奏	1406
曾获	1407
一等奖	1408
乒乓球	1409
指导员	1410
证	1411
写得	1412
一手	1413
好字	1414
厨艺	1415
精湛	1416
八大	1417
菜系	1418
不在话下	1419
钟	1420
手	1421
行走	1422
标准	1423
尺	1424
手艺	1425
走南闯北	1426
彭	1427
老年	1428
爱豆	1429
唱	1430
跳	1431
全能	1432
抖音	1433
达人	1434
沉稳	1435
内敛	1436
风雨	1437
巡逻	1438
站岗	1439
尽职尽责	1440
细碎	1441
万物	1442
成诗	1443
而我	1444
爱着	1445
精致	1446
有勇气	1447
就能	1448
在生活中	1449
日报	1450
送了	1451
我校	1452
短片	1453
桂花香	1454
似	1455
故人	1456
一帧	1457
帧	1458
画面	1459
一次次	1460
闪过	1461
脑海	1462
向恒举	1463
深情	1464
凝视	1465
那棵	1466
桂花树	1467
仿佛	1468
追寻	1469
足迹	1470
黄念萍	1471
微笑着	1472
门口	1473
静静	1474
欣赏	1475
讲台	1476
绽放	1477
光彩	1478
老前辈	1479
聚	1480
桂花	1481
树下	1482
笑声	1483
话语	1484
读者	1485
都说	1486
片子	1487
很感人	1488
笑脸	1489
拥抱	1490
璀璨	1491
星辰	1492
点亮	1493
内心	1494
三	1495
蕴含	1496
无尽	1497
很久	1498
三尺	1499
间	1500
青葱	1501
课堂	1502
师恩	1503
润泽	1504
守候	1505
蜕变	1506
岁月	1507
惊艳	1508
这片	1509
土地	1510
发生	1511
之旅	1512
一抹	1513
回忆	1514
一笔	1515
财富	1516
2012	1517
调入	1518
小白	1519
经验	1520
林敏	1521
陈国红	1522
杨香慈	1523
教我	1524
罗	1525
家校	1526
指引	1527
刚开始	1528
我带	1529
数学	1530
学科	1531
陈	1532
胡艳平	1533
李庚林	1534
点对点	1535
带我	1536
改为	1537
语文	1538
文	1539
不遗余力	1540
引导	1541
回首	1542
何其	1543
有幸	1544
多用	1545
领导	1546
同伴	1547
以爱	1548
唤醒	1549
携爱	1550
为爱	1551
奔赴	1552
已然	1553
也正	1554
越走	1555
越	1556
桃李	1557
芬芳	1558
凡心	1559
所向	1560
素履	1561
以往	1562
热土	1563
心不变	1564
热忱	1565
年华	1566
不负	1567
日	1568
胡欢	1569
穿过	1570
斑斓	1571
秋	1572
转身	1573
遇见	1574
冬	1575
萧瑟	1576
冬季	1577
依然	1578
会前	1579
重释	1580
石前	1581
那株	1582
腊梅	1583
开得	1584
正艳	1585
星星	1586
点点	1587
红	1588
若有	1589
似无	1590
刹那间	1591
满心	1592
欢喜	1593
忙碌	1594
读书	1595
展演	1596
一二	1597
年级	1598
综合	1599
考核	1600
科目	1601
有序	1602
素质	1603
报告单	1604
填写	1605
无不	1606
体现	1607
双减	1608
背景下	1609
五育	1610
并举	1611
落地	1612
名为	1613
辰龙	1614
闯关	1615
趣玩	1616
纸	1617
境	1618
分	1619
三大	1620
板块	1621
十个	1622
关卡	1623
二年级	1624
别样	1625
纸笔	1626
聚智集	1627
五福	1628
为主题	1629
科学	1630
劳动	1631
五大	1632
九个	1633
游园会	1634
赢得	1635
家长们	1636
赞赏	1637
两周	1638
蹲下	1639
身子	1640
交流	1641
温度	1642
伴	1643
健康	1644
停下来	1645
看一看	1646
闻一闻	1647
花香	1648
开启	1649
第四个	1650
中国	1651
人民	1652
节	1653
为人民	1654
财产	1655
保驾	1656
护航	1657
公安	1658
民警	1659
致敬	1660
404	1661
海燕	1662
中队	1663
走进	1664
舞阳	1665
坝	1666
派出所	1667
一场	1668
寻访	1669
最美	1670
警	1671
色	1672
榜样	1673
实践	1674
红领巾	1675
为名	1676
最深	1677
敬意	1678
派出	1679
所里	1680
民警们	1681
献上	1682
少先队员	1683
警用	1684
装备	1685
近距离	1686
指挥	1687
室	1688
阿姨	1689
播放	1690
监控	1691
录像	1692
真切	1693
感受到	1694
叔叔	1695
亲切	1696
也为	1697
诗朗诵	1698
送上	1699
制作	1700
礼物	1701
黄	1702
所长	1703
朗诵	1704
深深	1705
打动	1706
他说	1707
太好	1708
忍不住	1709
流泪	1710
真的很	1711
一同	1712
前往	1713
真情实感	1714
流露	1715
效果	1716
职责	1717
治安	1718
忠诚	1719
卫士	1720
常说	1721
遍	1722
体验	1723
这份	1724
感激	1725
转化为	1726
有用	1727
也让	1728
认识到	1729
参与	1730
还能	1731
协作	1732
沟通	1733
多方面	1734
有意义	1735
场景	1736
度过	1737
互动	1738
增进	1739
信任	1740
还为	1741
树立	1742
要有	1743
类似	1744
走出	1745
提高	1746
兴趣	1747
责任感	1748
公民	1749
意识	1750
美国	1751
流浪	1752
博士	1753
工作者	1754
不禁	1755
分数	1756
并不能	1757
代表	1758
高分	1759
博士生	1760
毕业后	1761
缺乏	1762
技能	1763
顺利	1764
现象	1765
提醒	1766
局限于	1767
书本	1768
传授	1769
更要	1770
注重	1771
真理	1772
唯一	1773
学生们	1774
更好地	1775
既有	1776
又有	1777
人才	1778
更好	1779
条件	1780
工会	1781
一棵树	1782
摇动	1783
另一	1784
棵树	1785
朵云	1786
推动	1787
形象	1788
揭示	1789
本质	1790
对话	1791
塑造	1792
情操	1793
陶冶情操	1794
戈壁滩	1795
开满	1796
鲜花	1797
土壤	1798
便是	1799
爱与	1800
责任	1801
高尔基	1802
说过	1803
不爱	1804
就不	1805
爱他	1806
爱是	1807
有一颗	1808
负责	1809
新时代	1810
四有	1811
好老师	1812
无疑	1813
诠释	1814
信念	1815
基础	1816
接受	1817
提供	1818
行动上	1819
保障	1820
道德	1821
以身作则	1822
影响	1823
扎实	1824
学识	1825
与时俱进	1826
专业	1827
更新	1828
好学生	1829
缺少	1830
仁爱	1831
爱心	1832
关怀	1833
慈悲	1834
启迪	1835
心智	1836
建立	1837
和谐	1838
关系	1839
要学会	1840
改变	1841
方法	1842
多点	1843
多些	1844
赏识	1845
慢慢	1846
感	1847
发言	1848
同学	1849
上课	1850
让他	1851
尝试	1852
有错	1853
耐心	1854
为他	1855
讲解	1856
课下	1857
聊天	1858
谈心	1859
心理	1860
解决	1861
联手	1862
备	1863
教辅	1864
改考	1865
常规	1866
环节	1867
左	1868
右	1869
撒种	1870
开花	1871
沃土	1872
播种	1873
特有的	1874
静待	1875
周蜀利	1876
灯光	1877
师	1878
摄像	1879
音乐	1880
闪亮	1881
登场	1882
响起	1883
在这个	1884
曼妙	1885
舞姿	1886
挥动	1887
鼓棒	1888
讲述	1889
传递	1890
欢乐	1891
周末	1892
秋季	1893
在校	1894
加班	1895
台前	1896
无私奉献	1897
在这里	1898
道	1899
辛苦	1900
缱绻	1901
葳蕤	1902
生香	1903
回想	1904
校区	1905
几十个	1906
挤	1907
在一间	1908
狭窄	1909
教室里	1910
单独	1911
区域	1912
宽敞	1913
场地	1914
几年来	1915
政策	1916
多赢	1917
个性	1918
一站式	1919
³	1920
升级版	1921
持续	1922
轻松	1923
始发站	1924
终点站	1925
满意	1926
各样	1927
也有	1928
课外	1929
户外	1930
亲子	1931
受益者	1932
钥匙	1933
内向	1934
很不	1935
架子鼓	1936
发现	1937
感兴趣	1938
睡觉	1939
走路	1940
都在	1941
节拍	1942
几次	1943
登台	1944
越来越	1945
我很	1946
他在	1947
台上	1948
样子	1949
有范儿	1950
去年	1951
11	1952
编程	1953
乌镇	1954
国际	1955
机器人	1956
暨	1957
ENJOY	1958
AI	1959
全球	1960
俄罗斯	1961
澳大利亚	1962
埃塞俄比亚	1963
五大洲	1964
24	1965
国家	1966
地区	1967
22	1968
精英	1969
战队	1970
15	1971
000	1972
多名	1973
齐聚一堂	1974
赛季	1975
总冠军	1976
大型	1977
大开	1978
眼界	1979
感谢	1980
培育	1981
勇敢	1982
坚强	1983
地走	1984
棒	1985
模样	1986
一首诗	1987
灿烂	1988
减负	1989
之风	1990
逐梦	1991
飞翔	1992
缤纷	1993
魅力	1994
扬	1995
之帆	1996
梦	1997
远航	1998
崔家坝	1999
镇	2000
苒	2001
缓缓	2002
来到	2003
学年	2004
尽头	2005
梳理	2006
本学期	2007
总能	2008
内外	2009
晚餐	2010
高年级	2011
还在	2012
加点	2013
批改	2014
周转	2015
房里	2016
中层	2017
干部	2018
剪	2019
写美篇	2020
写	2021
室里	2022
电脑	2023
键盘	2024
奋笔	2025
疾书	2026
抱着	2027
一沓	2028
赶往	2029
.....	2030
彩绘	2031
连成	2032
一线	2033
厕所	2034
墙壁上	2035
活泼	2036
好看	2037
涂鸦	2038
安装	2039
门儿	2040
手写	2041
本本	2042
厚实	2043
字迹	2044
满满	2045
笔记	2046
字字	2047
体现出	2048
终身	2049
之志	2050
游园	2051
道具	2052
个个	2053
展现出	2054
生根	2055
心有	2056
繁花似锦	2057
眼有	2058
躬耕	2059
教坛	2060
崔坝	2061
程	2062
笃定	2063
迎	2064
前路	2065
一段	2066
征程	2067
带上	2068
有路	2069
期	2070
崔小	2071
一年	2072
岁末	2073
匆忙	2074
叶落	2075
飘雪	2076
学期末	2077
上演	2078
一出	2079
重头戏	2080
花式	2081
评语	2082
心心	2083
念念	2084
送给	2085
一道	2086
彩虹	2087
核查	2088
翻了	2089
几本	2090
班班	2091
先	2092
剧透	2093
细心	2094
姗姗	2095
姓氏	2096
打头	2097
黄家	2098
女孩儿	2099
刘家	2100
男孩儿	2101
词语	2102
提炼	2103
优点	2104
点点滴滴	2105
浓缩	2106
一字	2107
温情	2108
女孩	2109
聪明	2110
伶俐	2111
懂事	2112
熙熙	2113
温柔	2114
可爱	2115
讨人	2116
不错	2117
付诸	2118
你能	2119
碰到	2120
要害	2121
办法	2122
总比	2123
曹	2124
阳阳	2125
寄语	2126
爱笑	2127
送你	2128
一条	2129
小桐桐	2130
要叫	2131
呢称	2132
聪慧	2133
重	2134
情谊	2135
黏人	2136
小不点儿	2137
奇思	2138
妙想	2139
与众不同	2140
看在	2141
喜	2142
心上	2143
上进	2144
桐桐	2145
你会	2146
长成	2147
原野	2148
参天	2149
大树	2150
栋梁	2151
之才	2152
杨阳	2153
温婉	2154
燕子	2155
赠予	2156
成语	2157
寄托	2158
祝福	2159
勉励	2160
养成	2161
坚毅	2162
期盼	2163
披林撷秀	2164
你有	2165
小家碧玉	2166
气质	2167
长鸣	2168
警钟	2169
仁慈	2170
宽厚	2171
友善	2172
深受	2173
喜爱	2174
盼	2175
秀外慧中	2176
书海	2177
徜徉	2178
采撷	2179
精华	2180
有趣	2181
再长	2182
篇幅	2183
罗列	2184
不完	2185
走心	2186
我能	2187
想象	2188
寒假	2189
拿到	2190
这张	2191
渴望	2192
紧紧	2193
包裹	2194
会在	2195
永远	2196
住着	2197
龙年	2198
龙娃	2199
去看	2200
沿途	2201
绚丽	2202
风景	2203
路人	2204
乐乐	2205
产假	2206
给了我	2207
全心全意	2208
科任老师	2209
507	2210
课前	2211
支歌	2212
男同学	2213
头发	2214
长	2215
我走	2216
凑近	2217
太长	2218
等我	2219
回到	2220
他不	2221
好意思	2222
我以	2223
为我	2224
伤害	2225
我又	2226
跑过去	2227
对他	2228
一笑	2229
稍大	2230
点声	2231
长得	2232
挺帅	2233
笑了笑	2234
这件事	2235
过去了	2236
在意	2237
男孩	2238
看着	2239
我有	2240
个班	2241
不记得	2242
想起	2243
睁大	2244
眼睛	2245
望着	2246
回去	2247
剪头发	2248
笑着	2249
点点头	2250
整	2251
节课	2252
他都	2253
我还	2254
特意	2255
给了他	2256
下课	2257
我叫	2258
合影	2259
同学们	2260
吃醋	2261
地问	2262
听我	2263
话	2264
旁边	2265
女同	2266
学说	2267
你还	2268
我吗	2269
课	2270
扎染	2271
小菇	2272
凉	2273
高兴	2274
地说	2275
一张	2276
活跃	2277
差	2278
最简单	2279
